Row Id,Id,Title,Published At,E Tag,Kind,Channel Title,Type,Group Id,Batch Id,Batch Date
182,com.domo.connector.youtube.vo.Id@69ced573,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/SpGA5fwBsCaubtfHauRT70X79DQ""",youtube#activity,Solar Danmark A/S,like,\N,61,2017-02-18T14:36:10
183,com.domo.connector.youtube.vo.Id@32b7abe9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/AcDVE967IvxanHMkqklu1DAXeUA""",youtube#activity,erocafuerte2010,like,\N,61,2017-02-18T14:36:10
184,com.domo.connector.youtube.vo.Id@ccc4e8c,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/30mL21Z5NCgr8-4m-S6o-bjXgxM""",youtube#activity,AironGroup,like,\N,62,2017-02-19T14:36:06
185,com.domo.connector.youtube.vo.Id@3a3da7e3,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/JRaR2QxblLApjKSVaQoWpLmgTDk""",youtube#activity,Solar Danmark A/S,like,\N,62,2017-02-19T14:36:06
186,com.domo.connector.youtube.vo.Id@77391298,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/_3mW2PUHABuv4tTZ0Th9QZc8vGQ""",youtube#activity,erocafuerte2010,like,\N,62,2017-02-19T14:36:06
187,com.domo.connector.youtube.vo.Id@52ebfc53,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/pyIzGOiaFbyW33VwNq7DvNkc6cY""",youtube#activity,AironGroup,like,\N,63,2017-02-20T14:36:07
188,com.domo.connector.youtube.vo.Id@42b5156a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/sib0vIzrz_kMF1aIfq2BGcXAzys""",youtube#activity,Solar Danmark A/S,like,\N,63,2017-02-20T14:36:07
189,com.domo.connector.youtube.vo.Id@56a09ad1,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/jB0G3F0BB0ZaTXym9FoBNiqC57c""",youtube#activity,erocafuerte2010,like,\N,63,2017-02-20T14:36:07
190,com.domo.connector.youtube.vo.Id@26765eeb,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/cf-SnUpi2hTSDUO_EW05jitcpj8""",youtube#activity,AironGroup,like,\N,64,2017-02-21T14:36:05
191,com.domo.connector.youtube.vo.Id@60827dff,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/__9PSabKTbk6jegRC-tF7oP1iYs""",youtube#activity,Solar Danmark A/S,like,\N,64,2017-02-21T14:36:05
192,com.domo.connector.youtube.vo.Id@52ebfc53,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/H4gwphrn0UXe2yshB45Dfn1wSJg""",youtube#activity,erocafuerte2010,like,\N,64,2017-02-21T14:36:05
193,com.domo.connector.youtube.vo.Id@5baa5aea,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/mSTyyW8wdIqpec2IiojhkQpcHnc""",youtube#activity,AironGroup,like,\N,65,2017-02-22T14:36:06
194,com.domo.connector.youtube.vo.Id@33f5c3b8,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Rmtt2sQteVrtrDFquq46iGRZ2RA""",youtube#activity,Solar Danmark A/S,like,\N,65,2017-02-22T14:36:06
195,com.domo.connector.youtube.vo.Id@22161493,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/d0mqzLJrANmwOWWZviMQhoMcSdA""",youtube#activity,erocafuerte2010,like,\N,65,2017-02-22T14:36:06
196,com.domo.connector.youtube.vo.Id@492b7263,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/NpjhUJTdT7SPYfni7Bgp0R2oDcU""",youtube#activity,AironGroup,like,\N,66,2017-02-23T14:36:07
197,com.domo.connector.youtube.vo.Id@1529f196,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/PRDg83tdOFLlv4zM0bJQ2r9DBr4""",youtube#activity,Solar Danmark A/S,like,\N,66,2017-02-23T14:36:07
198,com.domo.connector.youtube.vo.Id@4ce380b6,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/lLJ0TowptfK3zAePojowb0_V8Jo""",youtube#activity,erocafuerte2010,like,\N,66,2017-02-23T14:36:07
199,com.domo.connector.youtube.vo.Id@42b5156a,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/WY-dO_r18OQ7PQwW7ffD4Ft90pk""",youtube#activity,AironGroup,like,\N,67,2017-02-24T14:36:07
200,com.domo.connector.youtube.vo.Id@56a09ad1,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/jy7RIKI5ggPvg-ttefTDCtB3MbI""",youtube#activity,Solar Danmark A/S,like,\N,67,2017-02-24T14:36:07
201,com.domo.connector.youtube.vo.Id@25be687f,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/7uKSzjCIbOaBdnKJuX9qKwNDPiU""",youtube#activity,erocafuerte2010,like,\N,67,2017-02-24T14:36:07
202,com.domo.connector.youtube.vo.Id@45edcbe6,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/NtDELS2FvoY-hVjaxUDS4IhviLU""",youtube#activity,AironGroup,like,\N,68,2017-02-25T14:36:06
203,com.domo.connector.youtube.vo.Id@69ced573,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/S5833YxO3wFV8gUVlssVAi_AXzE""",youtube#activity,Solar Danmark A/S,like,\N,68,2017-02-25T14:36:06
204,com.domo.connector.youtube.vo.Id@32b7abe9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/rol4avNjIFvDK9uy9j3yIl6-NrE""",youtube#activity,erocafuerte2010,like,\N,68,2017-02-25T14:36:06
205,com.domo.connector.youtube.vo.Id@33f5c3b8,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/4CRwT49gPssXzl5WSPnz2oG8ZMI""",youtube#activity,AironGroup,like,\N,69,2017-02-26T14:36:07
206,com.domo.connector.youtube.vo.Id@22161493,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ivVUjo2eE007g1dK4RmLuPwsvqQ""",youtube#activity,Solar Danmark A/S,like,\N,69,2017-02-26T14:36:07
207,com.domo.connector.youtube.vo.Id@6636200f,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ptRYqnhT4hSjNIK_B00mM8-RMng""",youtube#activity,erocafuerte2010,like,\N,69,2017-02-26T14:36:07
208,com.domo.connector.youtube.vo.Id@44cff454,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/A48SLYPXTADhEDI59Ky48xh1nsA""",youtube#activity,AironGroup,like,\N,70,2017-02-27T14:36:05
209,com.domo.connector.youtube.vo.Id@78d6a232,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ViCaeYiebMXVj8XcvARj5dUJcgk""",youtube#activity,Solar Danmark A/S,like,\N,70,2017-02-27T14:36:05
210,com.domo.connector.youtube.vo.Id@461e605d,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/lgdSSgVkzStEj6n2X5I0z96EgHo""",youtube#activity,erocafuerte2010,like,\N,70,2017-02-27T14:36:05
211,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/vo1RhO-CFMM9S_ERZE5dO4rEf70""",youtube#activity,AironGroup,like,\N,71,2017-02-28T14:36:06
212,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/OL5cs4d0aCzbXhPU5CrkGzvValQ""",youtube#activity,Solar Danmark A/S,like,\N,71,2017-02-28T14:36:06
213,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/cKDjjNg_EqcKDH0cm-vZpNSZNJc""",youtube#activity,erocafuerte2010,like,\N,71,2017-02-28T14:36:06
214,com.domo.connector.youtube.vo.Id@5d699376,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/7K7X0q38xaUIB4_93MpviVqrPhE""",youtube#activity,AironGroup,like,\N,72,2017-03-01T14:36:06
215,com.domo.connector.youtube.vo.Id@4440048a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/K0T4dIxVdOFGIIzI_nHMkP-AJRM""",youtube#activity,Solar Danmark A/S,like,\N,72,2017-03-01T14:36:06
216,com.domo.connector.youtube.vo.Id@5baa5aea,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ZStWdHWd3TEHCNLQYztuevqOrxk""",youtube#activity,erocafuerte2010,like,\N,72,2017-03-01T14:36:06
217,com.domo.connector.youtube.vo.Id@60827dff,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/i4JHTnuXhzerptFAoAeu7nxSQmM""",youtube#activity,AironGroup,like,\N,73,2017-03-02T14:36:07
218,com.domo.connector.youtube.vo.Id@52ebfc53,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/KQSzKq06QDovm8XbD-4RfDwa2P8""",youtube#activity,Solar Danmark A/S,like,\N,73,2017-03-02T14:36:07
219,com.domo.connector.youtube.vo.Id@42b5156a,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Ai6yickfkZdnur3bmwnuA22h0oU""",youtube#activity,erocafuerte2010,like,\N,73,2017-03-02T14:36:07
220,com.domo.connector.youtube.vo.Id@3183b98,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ohWij9vsNh-FeCINseA8At7VM3o""",youtube#activity,AironGroup,like,\N,74,2017-03-03T14:36:05
221,com.domo.connector.youtube.vo.Id@37b6efad,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/_fzg9XQRcthI9hIIiQMsusDewGc""",youtube#activity,Solar Danmark A/S,like,\N,74,2017-03-03T14:36:05
222,com.domo.connector.youtube.vo.Id@4bd13bd8,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/mPR8R9rKAaAJkGnHySkbHaz3b7w""",youtube#activity,erocafuerte2010,like,\N,74,2017-03-03T14:36:05
223,com.domo.connector.youtube.vo.Id@3cfb5efe,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Y7BIpuVKJY9DwBbfhQ4mzGN7yBk""",youtube#activity,AironGroup,like,\N,75,2017-03-04T14:36:06
224,com.domo.connector.youtube.vo.Id@46616103,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/ywjc0hHEdElbaY4BsIB_QYeY_zk""",youtube#activity,Solar Danmark A/S,like,\N,75,2017-03-04T14:36:06
225,com.domo.connector.youtube.vo.Id@3f647545,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/DKqz9EKa5jicLK1xgvbhahz7iHE""",youtube#activity,erocafuerte2010,like,\N,75,2017-03-04T14:36:06
226,com.domo.connector.youtube.vo.Id@697c39a7,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/jgrlECGcPUVwLDfIiirWyuG7ZnM""",youtube#activity,AironGroup,like,\N,76,2017-03-05T14:36:05
227,com.domo.connector.youtube.vo.Id@579ff5d3,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/eYPWg8-Hr3PIS8QUFYqke8gQBgw""",youtube#activity,Solar Danmark A/S,like,\N,76,2017-03-05T14:36:05
228,com.domo.connector.youtube.vo.Id@629096d8,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/PB4HlhgaM8m_iXRpc6zXft6zBI4""",youtube#activity,erocafuerte2010,like,\N,76,2017-03-05T14:36:05
229,com.domo.connector.youtube.vo.Id@7907117e,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/HF5vSDjb--cPPW4Db8VM11jO9E8""",youtube#activity,AironGroup,like,\N,77,2017-03-06T14:36:07
230,com.domo.connector.youtube.vo.Id@62df2655,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/UxMSifBDB855kyY93C-FZ1XUZ5k""",youtube#activity,Solar Danmark A/S,like,\N,77,2017-03-06T14:36:07
231,com.domo.connector.youtube.vo.Id@406f5605,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/_mL4_lkjipHQEzejnvUZ_G-xtHQ""",youtube#activity,erocafuerte2010,like,\N,77,2017-03-06T14:36:07
232,com.domo.connector.youtube.vo.Id@629096d8,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/EukF95u8vMXZG0pFmUVSgFNJi58""",youtube#activity,AironGroup,like,\N,78,2017-03-07T14:36:07
233,com.domo.connector.youtube.vo.Id@aa4ba1a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/5mQej2ZZVQbN2J0_CdvXUhnCLDM""",youtube#activity,Solar Danmark A/S,like,\N,78,2017-03-07T14:36:07
234,com.domo.connector.youtube.vo.Id@21d0be8,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/YEbkmEg64MlP5SMVAdjZfWQwodI""",youtube#activity,erocafuerte2010,like,\N,78,2017-03-07T14:36:07
235,com.domo.connector.youtube.vo.Id@52c2b280,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/bBDVeAFkjBArdk4shv4j4mVy1t0""",youtube#activity,AironGroup,like,\N,79,2017-03-08T14:36:06
236,com.domo.connector.youtube.vo.Id@6de23390,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/4ikl2ArG5S-Ch-6rXzihxXW-I8g""",youtube#activity,Solar Danmark A/S,like,\N,79,2017-03-08T14:36:06
237,com.domo.connector.youtube.vo.Id@7476fbb9,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/TpeqYnHUgrj45Z11vw0iPnTbh6c""",youtube#activity,erocafuerte2010,like,\N,79,2017-03-08T14:36:06
238,com.domo.connector.youtube.vo.Id@62df2655,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/XPBkZ0Ff-adsFMavnHOYfxzADpw""",youtube#activity,AironGroup,like,\N,80,2017-03-09T14:36:07
239,com.domo.connector.youtube.vo.Id@406f5605,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/xbZfq6-EMalfR3ZqPGapOJHr_UQ""",youtube#activity,Solar Danmark A/S,like,\N,80,2017-03-09T14:36:07
240,com.domo.connector.youtube.vo.Id@182f5e13,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/1aUWwxKj1l4lNCxiGnyFJCrLpMY""",youtube#activity,erocafuerte2010,like,\N,80,2017-03-09T14:36:07
241,com.domo.connector.youtube.vo.Id@7907117e,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/1cJkVfgiIQgBYB5qSx92JYrhOqo""",youtube#activity,AironGroup,like,\N,81,2017-03-10T14:36:06
242,com.domo.connector.youtube.vo.Id@62df2655,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/uKM3Cv8P9jouOxaC6vk156Xq-l8""",youtube#activity,Solar Danmark A/S,like,\N,81,2017-03-10T14:36:06
243,com.domo.connector.youtube.vo.Id@406f5605,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/SdDQd3bUM7frFk0U7vQZzpRnYeM""",youtube#activity,erocafuerte2010,like,\N,81,2017-03-10T14:36:06
244,com.domo.connector.youtube.vo.Id@406f5605,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/-g9g8aJDoHOoFjzsYbH1XPue6es""",youtube#activity,AironGroup,like,\N,82,2017-03-11T14:36:05
245,com.domo.connector.youtube.vo.Id@182f5e13,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/4sTA3qpF7UaP9M6s9DCv8IvXm-Q""",youtube#activity,Solar Danmark A/S,like,\N,82,2017-03-11T14:36:05
246,com.domo.connector.youtube.vo.Id@59e22089,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/re1qOBZSTwvP7sK3X3-qCInvq1U""",youtube#activity,erocafuerte2010,like,\N,82,2017-03-11T14:36:05
247,com.domo.connector.youtube.vo.Id@26c13bc6,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Bt3rCoksGy_RV5H_SbUqdUkPlSc""",youtube#activity,AironGroup,like,\N,83,2017-03-12T14:36:06
248,com.domo.connector.youtube.vo.Id@5b69413d,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/mUQTu8WJDBEUkRT8_R3gsZOsvyg""",youtube#activity,Solar Danmark A/S,like,\N,83,2017-03-12T14:36:06
249,com.domo.connector.youtube.vo.Id@69f06b6f,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/BqQRD5nVImuNH8ibGKfZFKRVLCc""",youtube#activity,erocafuerte2010,like,\N,83,2017-03-12T14:36:06
250,com.domo.connector.youtube.vo.Id@46616103,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/GnAdBAQB6pSaP3ylv14aE34el-I""",youtube#activity,AironGroup,like,\N,84,2017-03-13T14:36:06
251,com.domo.connector.youtube.vo.Id@3f647545,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/bskfxNM5aMEMoLdyq5hgbL_Jut8""",youtube#activity,Solar Danmark A/S,like,\N,84,2017-03-13T14:36:06
252,com.domo.connector.youtube.vo.Id@7210e93c,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/vPMwqKD3xH78nFB_LCcTn3R1saQ""",youtube#activity,erocafuerte2010,like,\N,84,2017-03-13T14:36:06
253,com.domo.connector.youtube.vo.Id@629096d8,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/5CCNrES2pxpt5Asx6GJ3uKfLi1U""",youtube#activity,AironGroup,like,\N,85,2017-03-14T14:36:06
254,com.domo.connector.youtube.vo.Id@aa4ba1a,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/g2GNFpNNgtkTgbP8RCPJhrCx03E""",youtube#activity,Solar Danmark A/S,like,\N,85,2017-03-14T14:36:06
255,com.domo.connector.youtube.vo.Id@21d0be8,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Vq-vy7sq7Yp61mKswjF_v2Udlzo""",youtube#activity,erocafuerte2010,like,\N,85,2017-03-14T14:36:06
256,com.domo.connector.youtube.vo.Id@579ff5d3,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/hGZsl7fc5gMB3EX9f1R0qJxMnnI""",youtube#activity,AironGroup,like,\N,86,2017-03-15T14:36:05
257,com.domo.connector.youtube.vo.Id@629096d8,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/o99eaiB5Pc5kOT-mUg4ZsXe6SOg""",youtube#activity,Solar Danmark A/S,like,\N,86,2017-03-15T14:36:05
258,com.domo.connector.youtube.vo.Id@aa4ba1a,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/QPYNfr_3Hyud1x4PZUKYUQaCH-w""",youtube#activity,erocafuerte2010,like,\N,86,2017-03-15T14:36:05
259,com.domo.connector.youtube.vo.Id@3cfb5efe,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/RKJNdY_Q3nM83LGFP9d5FL9bwXk""",youtube#activity,AironGroup,like,\N,87,2017-03-16T14:36:07
260,com.domo.connector.youtube.vo.Id@46616103,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/dNI5ndBDLRrZonzAIkLIdDVQdIg""",youtube#activity,Solar Danmark A/S,like,\N,87,2017-03-16T14:36:07
261,com.domo.connector.youtube.vo.Id@3f647545,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/haWIKGKokmTZK5x3JNNdL76B1Aw""",youtube#activity,erocafuerte2010,like,\N,87,2017-03-16T14:36:07
262,com.domo.connector.youtube.vo.Id@aa4ba1a,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/W2l7FnGluQIHZ4qrfCZdD32B5m8""",youtube#activity,AironGroup,like,\N,88,2017-03-17T14:36:06
263,com.domo.connector.youtube.vo.Id@21d0be8,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/MxVGigpO4POqpYtAJ7G-aOWcyB4""",youtube#activity,Solar Danmark A/S,like,\N,88,2017-03-17T14:36:06
264,com.domo.connector.youtube.vo.Id@2a045715,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/h9h-7gieWdV-h-fq-N1D7ubQIc0""",youtube#activity,erocafuerte2010,like,\N,88,2017-03-17T14:36:06
265,com.domo.connector.youtube.vo.Id@697c39a7,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/eLcHWZBix-PntwHmh6x1fv9phfQ""",youtube#activity,AironGroup,like,\N,89,2017-03-18T14:36:06
266,com.domo.connector.youtube.vo.Id@579ff5d3,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/-aeMD152EDTBgOwplsbaXiF3u4c""",youtube#activity,Solar Danmark A/S,like,\N,89,2017-03-18T14:36:06
267,com.domo.connector.youtube.vo.Id@629096d8,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/lxE5Odz3Czo34AXMYxB-6Vd0GD8""",youtube#activity,erocafuerte2010,like,\N,89,2017-03-18T14:36:06
268,com.domo.connector.youtube.vo.Id@406f5605,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/SVIYS4ZK5bPqdIdGHmChkWjU5wc""",youtube#activity,AironGroup,like,\N,90,2017-03-19T14:36:07
269,com.domo.connector.youtube.vo.Id@182f5e13,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/BFeqGDx0wj6-bwdues4NXNHYwbI""",youtube#activity,Solar Danmark A/S,like,\N,90,2017-03-19T14:36:07
270,com.domo.connector.youtube.vo.Id@59e22089,TABLERO DE AUTOMATIZACION DISTECH,2014-07-04T20:27:29,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/Z3zV7iQb10akrgbdKeUb3910MKs""",youtube#activity,erocafuerte2010,like,\N,90,2017-03-19T14:36:07
271,com.domo.connector.youtube.vo.Id@697c39a7,AIRON Mini-Seminar #5 Part 2/4,2014-07-04T20:28:46,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/C73mTqkuEuKQigmb7cwYg79cL1A""",youtube#activity,AironGroup,like,\N,91,2017-03-20T14:36:06
272,com.domo.connector.youtube.vo.Id@579ff5d3,Distech Controller på Herlufsholm Kostskole,2014-07-04T20:28:17,"""uQc-MPTsstrHkQcRXL3IWLmeNsM/L2V_kzyMsUNN-bdd9L0Dfef38XU""",youtube#activity,Solar Danmark A/S,like,\N,91,2017-03-20T14:36:06
